id,status_update,created_by,created_time,media_url,posted_ip,privacy_settings,post_status
134,Natalee Holloway's mother opposes the judge's ruling.,822,2021-06-12T19:55:22Z,http://dummyimage.com/1204x1294.png/cc0000/ffffff,196.206.112.91,me,draft
135,"President Obama took the first step toward raising the debt limit again today, officially asking Congress for a $1.2 trillion increase.",342,2021-08-08T04:12:16Z,http://dummyimage.com/1955x1235.png/cc0000/ffffff,75.57.100.215,me,draft
136,Community mourns beloved 10-year-old street performer in Washington.,997,2020-11-03T11:20:44Z,http://dummyimage.com/936x459.png/5fa2dd/ffffff,177.225.99.90,friends,deleted
137,"Samantha Garvey is one of 61 Long Island semifinalists in the national Intel Science Talent Search because of her work studying the effects of predators on ribbed mussels. The teen, along with her parents and her 13-year-old siblings, also are living in a homeless shelter.",647,2021-02-26T02:04:19Z,http://dummyimage.com/1075x399.png/cc0000/ffffff,106.33.167.132,friends,draft
138,"Somali pirates may be terrorizing the waters off of East Africa, but maybe they should pick their targets a little more carefully and stop targeting European warships. Earlier today, some Somali pirates got a little too greedy and attacked the Spanish warship.",353,2020-12-20T17:42:00Z,http://dummyimage.com/732x1255.png/5fa2dd/ffffff,40.224.135.125,friends,deleted
139,Notoriously private Madonna opened up about dating a man less than half her age in a rare interview — but not without a putting up a fight. “Aren’t people tired of that subject?” she quipped to “Nightline” anchor Cynthia McFadden in an exclusive with ABC News. No.,624,2020-12-26T13:13:15Z,http://dummyimage.com/538x1249.png/cc0000/ffffff,126.34.99.93,friends,active
140,Former Mississippi Gov. Haley Barbour‘s decision to grant clemency to some 208 convicted felons right before he left office has focused the national spotlight on a unique practice that’s relegated to a handful of states: inmates working in governor’s mansion.,636,2021-01-16T14:00:21Z,http://dummyimage.com/1590x744.png/dddddd/000000,6.2.71.11,anyone,active
141,"Uh-oh. Here comes another Friday, the 13th. And whatever the origin, religious or secular, Friday plus 13 equals a paralyzing, debilitating fear for millions of Americans.",508,2021-03-27T02:28:59Z,http://dummyimage.com/817x1407.png/dddddd/000000,230.255.13.178,me,active
142,U.S. Marines investigating video allegedly showing troops urinating on dead.,276,2021-05-19T02:47:51Z,http://dummyimage.com/214x503.png/5fa2dd/ffffff,22.81.14.120,friends,deleted
143,A new Facebook application gives users the opportunity to outsmart the Grim Reaper by sending messages to friends and loved ones that won’t arrive until after they die.,616,2020-10-12T03:24:47Z,,143.177.46.214,me,draft
144,Organ for transplant falls out of cooler in rush to Mexico City hospital.,386,2020-12-15T07:16:41Z,http://dummyimage.com/961x860.png/dddddd/000000,244.56.227.128,me,deleted
145,Van Der Sloot will face charges that he extorted Natalee Holloway's mother.,823,2021-02-05T23:03:27Z,http://dummyimage.com/828x1313.png/cc0000/ffffff,229.106.151.116,anyone,deleted
146,The 9-year-old was allegedly bullied by an adult neighbor on Facebook.,209,2020-12-16T09:02:09Z,http://dummyimage.com/1903x1029.png/ff4444/ffffff,25.89.113.70,anyone,draft
147,"Eating a single serving of processed meat per day might increase your risk of pancreatic cancer, a new study suggests.",447,2021-04-13T15:36:21Z,http://dummyimage.com/111x1319.png/dddddd/000000,70.92.211.128,friends,active
148,"Former Mississippi Gov. Haley Barbour said that he was “very comfortable” with his decision to grant pardons or clemency to more than 200 people, some of whom are convicted murderers, in his final days in office.",551,2020-11-04T11:29:07Z,http://dummyimage.com/545x985.png/dddddd/000000,237.16.221.182,me,deleted
149,"Nearly a year after Lady Gaga released her hit single “Born This Way,” Madonna is finally offering her take on the song … and it’s not exactly enthusiastic.",402,2021-05-15T05:13:38Z,http://dummyimage.com/1156x1459.png/5fa2dd/ffffff,170.60.159.197,friends,draft
150,Relatives who suspected a British teenager of practicing witchcraft beat and drowned him Christmas Day 2010 as he “begged to die” because of...,580,2021-01-03T16:12:26Z,http://dummyimage.com/685x507.png/ff4444/ffffff,44.73.133.144,friends,active
151,"Diet low in fat, high in fruits and veggies is alternative to drug therapy.",101,2020-11-07T04:40:33Z,http://dummyimage.com/1879x887.png/5fa2dd/ffffff,117.168.113.144,friends,draft
152,"Pineberries, a white strawberry with red seeds that tastes like a pineapple, are predicted to be the new “it” fruit of the summer.",348,2021-01-13T04:51:44Z,http://dummyimage.com/1245x844.png/cc0000/ffffff,14.190.210.164,friends,deleted
153,Health conscious residents are fighting against the town's first McDonalds.,56,2021-07-15T15:49:40Z,http://dummyimage.com/1429x1013.png/dddddd/000000,55.232.97.50,friends,deleted
154,"Douglas Moore, a former Massachusetts convenience store worker, got had a double shot of traumatic events last month when he was fired by his...",287,2021-08-01T10:28:42Z,http://dummyimage.com/1153x333.png/dddddd/000000,143.76.170.18,me,deleted
155,"A 20-year-old mother who left a hair dryer running to warm her baby daughter on a cold night, has pleaded no contest to involuntary manslaughter...",10,2021-05-15T15:01:40Z,http://dummyimage.com/503x889.png/ff4444/ffffff,243.249.56.235,anyone,active
156,"Former Penn State coach says, 'I didn't know which way to go.'",155,2021-05-31T09:49:45Z,http://dummyimage.com/390x787.png/ff4444/ffffff,9.88.224.138,friends,deleted
157,"SUMTER, S.C. — Amid shaking hands and signing campaign posters, Mitt Romney did something he has never done before on the ropeline: He took out his wallet and handed a wad of cash to a woman waiting to shake his hand. The woman, 55-year-old Ruth Williams, says she has been following the Romney campa...",22,2020-11-28T16:51:12Z,http://dummyimage.com/798x653.png/cc0000/ffffff,241.155.208.184,anyone,draft
158,"New York based award-winning photographer Martin Schoeller, best known for his close-up portrait photography, recently completed a shoot for the...",190,2021-07-25T14:14:27Z,http://dummyimage.com/1710x1345.png/5fa2dd/ffffff,171.107.37.59,anyone,deleted
159,A 21-year-old Iranian man has a permanent semi-erection after having “borow be salaamat” (good luck with your journeys) tattooed on his penis.,938,2021-02-22T03:37:03Z,http://dummyimage.com/1731x1210.png/5fa2dd/ffffff,105.222.107.196,me,draft
160,Sloan Digital Sky Survey tries to count every galaxy possible.,54,2021-02-16T15:24:19Z,http://dummyimage.com/554x1898.png/dddddd/000000,46.114.49.165,me,active
161,Katy Perry and Tim Tebow. Katy Perry and Tim Tebow: Not since Adam and Eve has a couple seemed so divinely meant to be.,817,2021-01-13T06:35:00Z,http://dummyimage.com/1584x782.png/ff4444/ffffff,37.54.71.90,anyone,deleted
162,SeekingArrangement.com lets couples form 'mutually beneficial relationships.',121,2020-11-12T17:50:48Z,http://dummyimage.com/1755x1809.png/dddddd/000000,1.134.76.91,me,deleted
163,The comedian on his (faux) presidential bid and his critique of super PACs.,852,2020-11-14T08:18:27Z,http://dummyimage.com/1367x1620.png/cc0000/ffffff,143.128.5.179,friends,deleted
164,"Would-be parents go online to find sperm donors, then meet in person.",637,2021-02-02T04:23:04Z,http://dummyimage.com/925x1796.png/cc0000/ffffff,241.108.62.67,anyone,draft
165,Two bodies found by scuba divers Sunday follow overnight rescues.,730,2020-09-05T16:51:51Z,http://dummyimage.com/1500x744.png/dddddd/000000,26.82.28.220,friends,draft
166,"Phobos-Grunt spacecraft meant to reach Mars, never left Earth orbit.",509,2021-01-28T12:02:46Z,,83.85.128.208,friends,active
167,Colbert's run highlights unlimited spending in political campaigns.,444,2020-12-13T02:45:43Z,http://dummyimage.com/1535x1616.png/dddddd/000000,99.248.36.133,friends,active
168,"Ted Leo is a grandmaster of independent music, leaving his mark in punk, hardcore and indie rock circles for more than two decades without losing a...",52,2021-01-18T15:51:45Z,http://dummyimage.com/1015x1252.png/5fa2dd/ffffff,113.39.94.71,me,active
169,"Tripp Roth, who suffered from junctional epidermolysis bullosa, died Saturday.",460,2020-09-17T22:25:52Z,http://dummyimage.com/302x1510.png/dddddd/000000,90.122.148.178,anyone,active
170,"(YouTube.com) Not the sarcastic octopus: 5 Videos (and a few words) exploring the matter… Nature’s Edge Notebook #13 Observation, Analysis, Reflection, New Questions Who needs words? We humans, sometimes. And crows, apparently. But not the sarcastic octopus. Wild gorillas use very few words, say sci...",490,2020-12-04T10:01:19Z,http://dummyimage.com/1758x153.png/cc0000/ffffff,146.241.49.181,me,deleted
171,"An Indiana mom has been criticized nationally for making her 14-year-old son wear a sign proclaiming, “I lie, I steal, I sell drug, I don’t follow...",522,2021-07-02T18:46:06Z,,167.202.69.246,me,draft
172,We are live backstage at the Golden Globes. Follow along with Sheila Marikar!,582,2021-03-21T04:16:19Z,http://dummyimage.com/1779x1215.png/dddddd/000000,198.86.25.177,me,active
173,"Jon Huntsman will drop out of the Republican presidential race on Monday, a campaign spokesman told ABC News.",180,2020-09-27T03:30:44Z,http://dummyimage.com/1342x792.png/dddddd/000000,8.144.103.3,anyone,deleted
174,"The film and television industry’s most high profile roast — there are, apparently, some awards being given out, too — is under way in Hollywood. Before the show, host Ricky Gervais claimed he wasn’t there to “annoy” anyone. Perhaps not, but Jodie Foster didn’t look altogether pleased with one parti...",511,2021-05-07T08:40:32Z,http://dummyimage.com/1895x179.png/5fa2dd/ffffff,165.44.98.35,anyone,active
175,Now hiring: These companies are putting a dent in the unemployment rate.,833,2021-02-18T01:11:00Z,http://dummyimage.com/839x669.png/5fa2dd/ffffff,185.75.193.42,anyone,deleted
176,Rescuers save a California mother and her two daughters.,292,2020-11-11T16:31:28Z,http://dummyimage.com/483x913.png/ff4444/ffffff,56.75.213.68,friends,deleted
177,Watch the live news stream from South Carolina on ABCNews.com.,252,2020-09-26T19:09:50Z,http://dummyimage.com/613x777.png/cc0000/ffffff,102.105.70.56,me,draft
178,"Archeologists find tomb of a singer, buried 1,100 years ago.",8,2021-06-16T10:59:19Z,http://dummyimage.com/892x589.png/cc0000/ffffff,144.12.225.4,anyone,deleted
179,Zappos.com's online shoe store has been hit by hackers.,510,2020-09-03T21:40:37Z,http://dummyimage.com/1102x615.png/5fa2dd/ffffff,223.121.98.69,anyone,draft
180,Passengers call cruise ship captain a 'coward.',535,2021-06-11T15:39:12Z,http://dummyimage.com/1796x1911.png/5fa2dd/ffffff,207.216.66.252,friends,deleted
181,"AQAP now controls seven cities, fighters led by Awlaki brother-in-law.",575,2021-08-19T11:23:53Z,http://dummyimage.com/1599x437.png/cc0000/ffffff,228.221.131.134,friends,active
182,An untreatable form of the killer lung disease has been detected in India.,148,2021-03-08T17:38:13Z,http://dummyimage.com/217x847.png/5fa2dd/ffffff,141.161.137.49,anyone,deleted
183,"“The Senator,” a 118-foot, 3,500-year-old bald cypress tree located in Big Tree Park in Longwood, Fla., burned to the ground in a matter of hours Monday morning. Though the state’s Department of Forestry once suspected arson, the fire is now being treated as an accident.",627,2021-07-18T16:26:39Z,http://dummyimage.com/1881x638.png/5fa2dd/ffffff,129.232.7.100,anyone,active
184,Live analysis as the GOP candidates mix it up.,3,2021-03-03T00:47:14Z,http://dummyimage.com/1007x1031.png/5fa2dd/ffffff,111.52.150.64,anyone,active
185,"Bolstered by the twin engines of electability and perceived inevitability, Mitt Romney’s on a roll, advancing in the latest ABC News/Washington Post poll to a 2-to-1 lead over his closest competitor in support for the Republican presidential nomination.",584,2020-10-09T12:31:32Z,http://dummyimage.com/788x1805.png/cc0000/ffffff,94.114.68.255,me,draft
186,"Catherine Graves thought husband was cheating, but it was a brain tumor.",220,2020-12-02T01:59:21Z,http://dummyimage.com/665x1750.png/ff4444/ffffff,173.134.166.63,me,deleted
187,A second black box recorder has been located in the wreckage of the cruise ship.,548,2021-03-24T00:49:57Z,http://dummyimage.com/868x1097.png/ff4444/ffffff,205.42.129.65,me,active
188,"Google, Twitter also protest bills meant to protect movies and music",297,2021-01-28T19:51:20Z,,12.156.164.216,friends,draft
189,"The eldest son of late North Korean leader Kim Jong Il questions his half brother’s ability to lead the reclusive regime, and predicts failure in a new book set for release in Japan this week.",265,2021-02-07T08:17:28Z,http://dummyimage.com/636x1260.png/ff4444/ffffff,197.79.107.169,friends,draft
190,Three new national polls should give Democrats some serious pause.,981,2021-08-06T04:44:13Z,http://dummyimage.com/959x1224.png/cc0000/ffffff,41.130.211.123,anyone,deleted
191,Chef known for recipes rich in butter and sugar promotes new diabetes drug.,1,2020-11-17T06:57:59Z,http://dummyimage.com/1324x1058.png/5fa2dd/ffffff,155.0.240.64,friends,deleted
192,"Lee and another individual beat the homeless man with a tire iron, according to police. The man was hospitalized for treatment.",878,2020-10-22T07:12:38Z,http://dummyimage.com/130x1238.png/ff4444/ffffff,112.135.212.213,me,active
